LID,AUTOTYPLabel,Exponence,Roles,HostCat,Slot,Position.binned5,Behavior.binned4
48,A-AGR,Number;Person;Role,NA,,NA,prae,NA
48,S-AGR,Number;Role,Atr;S,,NA,split,NA
199,POSS_NOUN,PossSem,NA,,NA,NA,NA
199,OBL,Role,G;P;T,NP,NA,post,final
199,REM.PAST,Tense,NA,V,NA,prae,NA
48,S.CONSTR,Construct,NA,V,NA,prae,NA
199,NEG,Polarity,NA,PRED,NA,post,on head
504,PAST,Tense,NA,V,NA,NA,NA
504,PLURAL,Number,NA,V; Adj; N,NA,post,NA
504,POSS-PRO,Number;Person;Role,NA,,NA,prae,NA
504,GEN,Role,NA,N,NA,post,NA
503,ACC,Number;Role,T;G;P,N_or_Pro; Adj,NA,post,spreading
503,POSS,Construct,NA,,NA,post,NA
210,ERG,Role,Aditr;Atr,N_or_Pro,NA,post,spreading
186,ASPECT,Aspect,NA,,NA,prae,NA
186,NOM,Role,NA,,NA,NA,NA
186,Person clitic,Person,NA,,NA,NA,NA
26,PRONOUN,Number;Person,NA,,NA,NA,NA
26,TAM,Tense,NA,,NA,NA,NA
26,NOM,Role,S;P;Atr,,NA,NA,NA
150,TAM,Tense,NA,,NA,prae,NA
150,OBV,Referential;Role,P;S;Atr,,NA,NA,NA
150,POSS-AGR,Person,NA,,NA,split,NA
461,AOR,Tense,NA,V,NA,prae,NA
461,<none>,,NA,,NA,NA,NA
503,PFV,TA,NA,V,NA,post,NA
130,PAST,Number;Person;Tense;Voice,NA,V,NA,post,NA
130,ABS,Role,T;G;P;S;Atr,NP,NA,post,final
130,ERG,Role,Aditr;Atr,NP,NA,post,final
130,OBL,Role,G,NP,NA,post,final
496,FUT,Tense,NA,,NA,prae,NA
496,<none>,,NA,,NA,NA,NA
181,PAST PFV,Tense,NA,,NA,post,NA
181,<none>,Role,G;P;Aditr;T;S;Atr,,NA,NA,NA
327,Construct state,Construct,NA,,NA,prae,NA
327,GEN,Role,NA,N_or_Pro,NA,prae,NA
327,Nonfocus role,Role,NA,,NA,prae,NA
327,FUT,Tense,NA,,NA,post,NA
327,Nonfocus role,Referential;Role,NA,,NA,prae,NA
493,PAST PFV,Tense,NA,,NA,post,NA
493,DOM,Role,T;P;G;Atr;S,NP,NA,post,NA
454,DOM,Role,P;T,,NA,post,NA
454,PAST,Tense,NA,,NA,post,NA
460,PAST,Tense,NA,,NA,prae,NA
460,<none>,,S;Atr;P,,NA,NA,NA
494,ANAPH,Referential,NA,N_or_Pro,NA,post,NA
494,PAST,Tense,NA,N; V,NA,prae,NA
505,POSS-AGR.INAL,Number;Person;PossSem;Role,NA,N,NA,post,spreading
505,POSS-AGR.ALIEN,Number;Person;PossSem;Role,NA,N,NA,post,NA
505,PLURAL.INAL,Number,NA,N-inal,NA,post,NA
505,<none>,,Atr;S;P,,NA,NA,NA
505,PAST,Number;Person;Role;Tense,NA,V,NA,post,NA
59,POSS-AGR,Number;Person;Role,NA,,NA,split,NA
498,PRONOUN,Person,NA,,NA,prae,NA
498,TAM,Person;Role;Tense,NA,,NA,prae,NA
498,<none>,,NA,,NA,NA,NA
463,NOM,Role;Topic,Atr;S,N_or_Pro,NA,post,final
463,ACC,Role,P,N_or_Pro,NA,post,final
463,GEN,Role,NA,N_or_Pro,NA,post,final
463,FUT,TAM,NA,V,NA,post,NA
553,POSS-AGR,Number;Person;Role,NA,N_or_Pro,NA,prae,NA
553,<none>,,NA,,NA,NA,NA
553,REM.PAST,Tense,NA,V,NA,post,NA
374,GEN,Role,NA,N_or_Pro,NA,prae,NA
374,GEN,Role,NA,,NA,prae,NA
503,GEN,Role,NA,Pro,NA,NA,final
132,POSS-PRO.INAL,Number;Person;Role,NA,N-inal; Pro,NA,split,NA
132,GEN,Role,NA,N-proper,NA,post,NA
132,<none>,,NA,,NA,NA,NA
132,PFV,Aspect,NA,,NA,NA,NA
135,Possessive prefix,Number;Person,NA,,NA,prae,NA
135,Possessive prefix,Number;Person,NA,,NA,prae,NA
86,DAT,Role,NA,,NA,post,NA
86,AOR,Number;Person;Tense,NA,,NA,post,NA
141,GEN,Role,NA,N_or_Pro,NA,post,NA
141,ACC,Role,T;P,,NA,post,NA
141,PAST,Tense,NA,,NA,post,NA
491,PAST,Tense,NA,V,NA,prae,NA
491,ACC,Role,NA,N-proper,NA,prae,initial
491,OBL,Role,NA,NP,NA,post,initial
40,ERG,Role,NA,N_or_Pro,NA,post,final
40,PAST,TA,NA,V,NA,post,NA
156,NOM,Role,S;Atr;P;Aditr;G;T,,NA,NA,NA
156,POSS-AGR,Number;Person;PossClass;Role,NA,NP,NA,prae,NA
156,POSS-ALIEN,PossSem,NA,N,NA,prae,NA
156,FUT,TAM,NA,V,NA,post,NA
56,ERG,Number;Role,Atr;T;Aditr,N_or_Pro,NA,post,final
56,FUT,Tense,NA,V,NA,prae,NA
492,PFV,Aspect,NA,,NA,post,NA
492,ERG,Role,Atr,,NA,post,NA
180,Possessive prefix,Person,NA,,NA,prae,NA
180,<none>,,NA,,NA,NA,NA
180,PAST,Tense,NA,,NA,post,NA
550,Possessive prefix,Number;Person;Role,NA,N,NA,prae,NA
550,FUT,TAM,NA,,NA,post,NA
550,<none>,,Atr;P;S,,NA,NA,NA
173,ACC,Role,P;S;G,,NA,prae,NA
173,PAST PFV,Polarity;TA,NA,,NA,post,NA
466,OBL,Role,NA,,NA,prae,NA
466,AGR,Person;Role,Atr;Aditr;S,V,-1,prae,NA
577,AOR,Tense,NA,,NA,simul,NA
577,<none>,Role,NA,,NA,NA,NA
411,Possessive prefix,Gender;Number;Person,NA,,NA,prae,NA
411,IMMED PST,Tense,NA,,NA,prae,NA
411,<none>,,NA,,NA,NA,NA
61,Genitive case?,,NA,,NA,post,NA
61,Possessive prefix,Number;Person,NA,,NA,prae,NA
61,Recent past,Tense,NA,,NA,post,NA
324,PAST,Tense,NA,,NA,NA,NA
324,NOM,Role,Aditr;S;Atr,,NA,post,NA
526,ERG,Role,Atr;Aditr,,NA,post,NA
526,PAST,Tense,NA,,NA,post,NA
356,Perfect,TA,NA,,NA,post,NA
356,OBJECT case,Role,G;P,,NA,post,NA
568,GEN,,NA,N_or_Pro,NA,post,NA
568,GEN,,NA,N_or_Pro,NA,post,NA
47,Possessive circumfix,Number;Person,NA,,NA,simul,NA
47,NOM,,Atr;P;S,,NA,NA,NA
47,PAST,TA,NA,,NA,prae,NA
527,ACC,Referential;Role,P;G;T,NP,NA,post,final
527,PAST,Tense,NA,,NA,post,NA
527,Possessive suffix,Number;Person,NA,N_or_Pro; Adj,NA,post,NA
527,Alienable suffix,Number;Person,NA,,NA,post,NA
357,Possessive affix,Number;Person,NA,,NA,split,NA
357,OBL,Role,P,Pro,NA,prae,NA
357,PAST,Tense,NA,,NA,prae,NA
428,Possessive prefix,Person,NA,,NA,prae,NA
428,PAST,Tense,NA,,NA,prae,NA
428,<none>,,P;S;Atr,,NA,NA,NA
469,GEN,Referential;Role,NA,N_or_Pro,NA,post,NA
469,PAST,Tense,NA,,NA,post,NA
469,DOM,Role,P;T;G,NP,NA,post,NA
205,ACC,Number;Role,NA,,NA,post,NA
205,PAST,Tense,NA,,NA,post,NA
494,<none>,Role,S;P;Atr,,NA,NA,NA
518,ACC,Role,P;T;Atr;G,N_or_Pro,NA,post,final
518,GEN,Number;Role,S,N_or_Pro,NA,post,final
518,PAST,Number;Person;Role;Tense,NA,V,NA,post,NA
74,<none>,Role,Atr;Aditr;S;G;T;P,,NA,NA,NA
48,<none>,Role,NA,,NA,NA,NA
375,AOR,Person;TAM,NA,V,NA,post,NA
568,OBJECT case,Role,P,N; Pro,NA,post,NA
568,<n.d.>,,NA,,NA,NA,NA
414,Possessive word ad head,Gender;Number;Person,NA,,NA,prae,NA
414,PAST,Tense,NA,,NA,post,NA
414,CORE,,P;Aditr;Atr;T;S;G,,NA,NA,NA
535,GEN,,NA,,NA,post,NA
535,PAST,Tense,NA,,NA,post,NA
535,ACC,Role,T;P,,NA,post,NA
525,Possessive prefix,Number;Person,NA,,NA,prae,NA
525,IMMED PST,Tense,NA,,NA,post,NA
525,<none>,,NA,,NA,NA,NA
20,NOM,Role,S;Atr;P,,NA,NA,NA
20,IMMED PST,Tense,NA,,NA,post,NA
43,GEN,Role,NA,,NA,post,NA
43,Possessive prefix,Person,NA,,NA,prae,NA
43,PAST,Tense,NA,,NA,NA,NA
43,NOM,,NA,,NA,NA,NA
125,Possessive prefix,Number;Person,NA,,NA,prae,NA
125,PAST,Tense,NA,,NA,post,NA
125,NOM,,G;Atr;P;Aditr;T;S,,NA,NA,NA
625,NA,,NA,,NA,NA,NA
428,ACC,Direction;Role,P,Pro,NA,post,NA
101,Possessive prefix,Person;Tense,NA,,NA,prae,NA
101,TENSE,TAM,NA,,NA,post,NA
101,NOM,Role,T;S;Aditr;Atr;P,,NA,NA,NA
51,Person suffix,Number;Person,NA,,NA,post,NA
51,Person prefix,Number;Person,NA,,NA,prae,NA
168,Possessive prefix,Number;Person,NA,,NA,prae,NA
317,Construct state,,NA,,NA,post,NA
338,Possessive suffix,,NA,,NA,post,NA
208,Possessive prefix,,NA,,NA,prae,NA
349,S/A-AGR,,NA,,NA,prae,NA
349,O role index,Number;Role,NA,,NA,prae,NA
184,Possessive suffix,,NA,,NA,post,NA
332,Possessive prefix,,NA,,NA,prae,NA
162,AOR,TAM,NA,,NA,post,NA
162,ERG,Role,Aditr;S;Atr,,NA,post,NA
162,GEN,,NA,,NA,NA,NA
499,Irrealis,TAM,NA,,NA,prae,NA
499,<none>,,S;T;P;G;Atr;Aditr,,NA,NA,NA
511,ERG/GEN,Number;Role,NA,,NA,post,final
511,Possessive suffix,Number;Person,NA,N,NA,post,final
511,PAST,TA,NA,,NA,post,NA
642,PFV,Person;Role;TA;Voice,NA,,NA,in,NA
642,<none>,,P;Atr;S,,NA,NA,NA
495,DAT,Role,NA,NP,NA,prae,initial
495,PAST,Tense,NA,V,NA,prae,NA
495,GE,Role,NA,N_or_Pro,NA,prae,initial
495,POSS,Role,NA,N_or_Pro,NA,prae,NA
583,PAST,Person;Role;TA;Voice,NA,,NA,in,NA
583,<none>,,NA,,NA,NA,NA
583,Construct state,Construct,NA,N_or_Pro,NA,post,NA
583,GEN,Role,NA,NP,NA,prae,initial
583,POSS-AGR,Gender;Number;Person;Role,NA,,NA,post,NA
583,POSS-PRO,Gender;Number;Person;Role,NA,N_or_Pro,NA,post,NA
533,ACC,Role,S;P;T,N_or_Pro,NA,post,NA
533,PAST,Tense,NA,,NA,NA,NA
533,GEN,Role,NA,N_or_Pro,NA,post,NA
114,PAST,TAM,NA,,NA,NA,NA
443,<none>,,Atr;P;S,,NA,NA,NA
433,completive,TAM,NA,V,NA,post,NA
443,IPFV,Aspect;Polarity,NA,,NA,prae,NA
495,<none>,,Atr;P;S,,NA,NA,NA
504,<none>,,P;Atr;S,,NA,NA,NA
175,PAST,TA,NA,V,NA,prae,NA
433,<none>,,S;P;Atr,,NA,NA,NA
643,PAST PFV,TA,NA,,NA,NA,NA
643,<none>,,G;P;T;Aditr;Atr;S,,NA,NA,NA
643,AGR,Gender,NA,N_or_Pro; Adj,NA,post,NA
109,NA,Aspect,NA,,NA,NA,NA
109,NOM,,NA,,NA,NA,NA
644,ERG,Role,NA,,NA,prae,NA
55,<none>,,NA,,NA,NA,NA
55,Recent past,TAM,NA,,NA,NA,NA
55,S/A-AGR,Number;Person;Role;Tense,NA,,NA,prae,NA
645,Posterior,Posterior,NA,,NA,prae,NA
645,<none>,,P;S;Aditr;Atr;T,,NA,NA,NA
383,NA,Focus;Tense,NA,,NA,NA,NA
383,ERG,Role,Aditr;Atr,NP,NA,post,NA
646,<none>,,NA,,NA,NA,NA
646,ERG,Role,NA,,NA,post,NA
514,Recent past,Number;Person,NA,,NA,post,NA
514,DAT,Role,NA,,NA,post,NA
332,PLURAL,Number,NA,,NA,post,NA
332,PLURAL,Number,NA,,NA,prae,NA
75,PLURAL,Number,NA,,NA,post,NA
163,PLURAL,Number,NA,N-kin,NA,in,final
165,PLURAL,Number,NA,,NA,prae,NA
355,PLURAL,Number,NA,,NA,split,NA
642,PLURAL,Number,NA,,NA,split,NA
80,PLURAL,Number,NA,,NA,post,NA
91,<none>,,NA,,NA,NA,NA
123,PLURAL,Number,NA,,NA,post,NA
147,PLURAL,Number,NA,,NA,post,final
7,PLURAL,Number,NA,,NA,post,NA
114,PLURAL,Number,NA,,NA,post,NA
86,PLURAL,Number,NA,,NA,post,NA
162,PLURAL,Number,NA,,NA,post,NA
325,PLURAL,Number,NA,,NA,split,NA
17,PLURAL,Number,NA,,NA,post,NA
32,PLURAL,Number,NA,,NA,post,NA
57,AGR,Number,NA,,NA,post,NA
74,PLURAL,Number,NA,,NA,post,NA
107,PLURAL,Number,NA,,NA,post,NA
340,PLURAL,Number;Role,NA,,NA,post,spreading
139,PLURAL,Number,NA,,NA,post,NA
188,PLURAL,Number,NA,,NA,post,NA
387,PLURAL,Number,NA,,NA,post,NA
205,PLURAL,Number,NA,,NA,post,NA
433,PLURAL,Number,NA,,NA,post,NA
129,PLURAL,Number,NA,N,NA,post,NA
201,PLURAL,Number,NA,N,NA,post,NA
2797,PLURAL,Number,NA,,NA,post,NA
9,<none>,Number,NA,,NA,NA,NA
327,PLURAL,Number,NA,,NA,in,NA
362,PLURAL,Number,NA,,NA,prae,NA
200,PAST,Evidential;Tense,NA,,NA,post,NA
200,<none>,,NA,,NA,NA,NA
200,PLURAL,Number,NA,,NA,post,NA
22,PLURAL,Number,NA,,NA,post,NA
368,PLURAL,Number,NA,N-hum; N-kin; Body_part,NA,prae,spreading
191,PLURAL,Number,NA,,NA,post,NA
393,<none>,,NA,,NA,NA,NA
14,PLURAL,Number,NA,,NA,post,NA
36,<none>,,NA,,NA,NA,NA
6,PLURAL,Number,NA,N-kin,NA,post,NA
350,<none>,,NA,,NA,NA,NA
369,PLURAL,Number,NA,,NA,post,NA
109,<none>,,NA,,NA,NA,NA
28,PLURAL,Number,NA,,NA,post,NA
419,<none>,,NA,,NA,NA,NA
134,PLURAL,Number,NA,N-anim,NA,post,NA
103,PLURAL,Number,NA,,NA,post,NA
130,<none>,,NA,,NA,NA,NA
136,PLURAL,Number,NA,,NA,post,NA
345,<none>,,NA,,NA,NA,NA
367,PLURAL,Number,NA,,NA,post,NA
93,PLURAL,Number,NA,N-anim,NA,NA,NA
178,PLURAL,Number,NA,N-hum,NA,prae,NA
181,PLURAL,Gender;Number,NA,,NA,prae,NA
390,PLURAL,Number,NA,,NA,NA,NA
391,<none>,,NA,,NA,NA,NA
405,PLURAL,Gender;Number,NA,,NA,prae,NA
84,PLURAL,Number,NA,,NA,post,NA
179,PLURAL,Number,NA,,NA,post,NA
210,<none>,,NA,,NA,NA,NA
319,<none>,Number,NA,,NA,NA,NA
648,<none>,,NA,,NA,NA,NA
648,<none>,,Atr;P;T;Aditr;S,,NA,NA,NA
648,PLURAL,Number,NA,,NA,post,NA
432,PLURAL,Number,NA,,NA,post,NA
95,PLURAL,Number,NA,N-kin,NA,post,NA
442,<none>,,NA,,NA,NA,NA
363,PLURAL,Number,NA,,NA,post,NA
379,PLURAL,Number,NA,,NA,post,NA
411,PLURAL,Number,NA,,NA,prae,NA
51,<none>,,NA,,NA,NA,NA
63,PLURAL,Number,NA,N-kin,NA,in,NA
72,PLURAL,Number,NA,,NA,post,NA
125,PLURAL,Number,NA,,NA,post,NA
168,PLURAL,Number,NA,,NA,post,NA
356,PLURAL,Number,NA,,NA,post,NA
409,<none>,,NA,,NA,NA,NA
418,PLURAL,Number,NA,,NA,split,NA
428,PLURAL,Number,NA,,NA,split,NA
10,PLURAL,Number,NA,,NA,post,NA
342,PLURAL,Number,NA,,NA,post,NA
429,PLURAL,Number,NA,,NA,post,NA
132,PLURAL,Number,NA,,NA,post,NA
156,PLURAL,Number,NA,,NA,post,NA
577,<none>,,NA,,NA,NA,NA
27,<none>,,NA,,NA,NA,NA
53,PLURAL,Number,NA,N-hum,NA,post,NA
135,PLURAL,Number,NA,,NA,post,NA
59,PLURAL,Number,NA,,NA,post,NA
202,<none>,,NA,,NA,NA,NA
349,PLURAL,Number,NA,,NA,post,NA
354,PLURAL,Number,NA,,NA,post,NA
377,PLURAL,Number,NA,,NA,post,NA
382,PLURAL,Number,NA,,NA,post,NA
386,PLURAL,Number,NA,,NA,post,NA
50,AGR,Number,NA,,NA,post,NA
365,PLURAL,Number,NA,N-anim,NA,post,NA
372,PLURAL,Number,NA,,NA,post,NA
388,PLURAL,Number,NA,,NA,post,NA
45,PLURAL,Number,NA,,NA,post,NA
599,PLURAL,Number,NA,,NA,post,NA
176,<none>,,NA,,NA,NA,NA
104,PLURAL,Number,NA,,NA,post,NA
92,<none>,,NA,,NA,NA,NA
101,<none>,,NA,,NA,NA,NA
180,PLURAL,Number,NA,,NA,post,NA
646,PLURAL,Number,NA,,NA,post,NA
645,PLURAL,Number,NA,N-anim,NA,post,final
644,PLURAL,Number,NA,,NA,post,NA
514,PLURAL,Number,NA,,NA,post,NA
493,PLURAL,Number,NA,,NA,post,NA
499,PLURAL,Number,NA,,NA,post,spreading
438,<none>,,NA,,NA,NA,NA
20,PLURAL,Number,NA,N-inal; N-kin,NA,post,NA
71,PLURAL,Number,NA,,NA,NA,NA
71,PLURAL,Number,NA,,NA,post,NA
378,PLURAL,Number,NA,N-hum,NA,post,NA
318,PLURAL,,NA,,NA,prae,NA
318,PLURAL,,NA,,NA,prae,NA
166,PLURAL,Number,NA,N-anim,NA,post,spreading
55,PLURAL,Number,NA,,NA,in,NA
365,TAM,TAM,NA,,NA,post,NA
365,LOC,Role,G;P,NP,NA,post,final
47,PLURAL,Number;Role,NA,,NA,prae,initial
515,PLURAL,Number,NA,,NA,post,final
421,PLURAL,Number,NA,,NA,prae,initial
535,PLURAL,Number,NA,N,NA,post,NA
540,PLURAL,Gender;Number,NA,,NA,prae,NA
118,<none>,,NA,,NA,NA,NA
12,<none>,,NA,,NA,NA,NA
422,PLURAL,Classifier;Number,NA,,NA,post,NA
422,Possessive prefix,Number;Person,NA,N,NA,prae,NA
422,PAST PFV,Tense,NA,,NA,post,final
422,<none>,,T;Atr;P;S;Aditr;G,,NA,NA,NA
171,PLURAL,Number,NA,N-hum,NA,post,NA
199,PLURAL,Gender;Number,NA,,NA,post,NA
148,PLURAL,Number,NA,,NA,post,NA
385,PLURAL,Number;Role,NA,,NA,post,NA
571,PLURAL,Number,NA,,NA,post,NA
443,PLURAL,Number,NA,,NA,post,final
469,<none>,,NA,,NA,NA,NA
69,PLURAL,Number,NA,,NA,post,NA
69,Perfect,Tense,NA,,NA,post,NA
69,OBJECT case,Role,NA,,NA,post,NA
399,PLURAL,Number,NA,,NA,post,NA
89,PLURAL,Number,NA,,NA,post,NA
98,PLURAL,Number,NA,,NA,split,NA
98,PLURAL,Number,NA,,NA,split,NA
159,PLURAL,Number,NA,N-anim,NA,post,spreading
553,PLURAL,Gender;Number,NA,,NA,prae,NA
40,PLURAL,Number,NA,,NA,post,NA
127,<none>,,NA,,NA,NA,NA
128,PLURAL,Number,NA,,NA,NA,NA
178,PLURAL,Number,NA,N-hum,NA,post,NA
193,<none>,,NA,,NA,NA,NA
26,PLURAL,Number,NA,N-kin,NA,post,NA
428,<none>,,NA,,NA,NA,NA
26,<none>,,NA,,NA,NA,NA
533,PLURAL,,NA,,NA,post,NA
43,PLURAL,Number,NA,N-hum,NA,NA,NA
333,<none>,,NA,,NA,NA,NA
348,PLURAL,Number;Referential,NA,,NA,post,final
414,PLURAL,Number,NA,,NA,post,NA
329,<none>,,NA,,NA,NA,NA
512,PLURAL,Number,NA,,NA,post,NA
526,PLURAL,Number,NA,,NA,post,final
35,PLURAL,Number,NA,N-anim,NA,post,NA
193,ERG,Role,Aditr;Atr,NP,NA,NA,final
193,PAST PFV,TA,NA,,NA,post,NA
374,<none>,,NA,,NA,NA,NA
81,PLURAL,Number,NA,,NA,post,NA
111,PLURAL,Number,NA,,NA,post,NA
497,PLURAL,Gender;Number,NA,,NA,post,NA
324,PLURAL,Number,NA,,NA,post,NA
77,<none>,,NA,,NA,NA,NA
384,<none>,,NA,,NA,NA,NA
496,PLURAL,Number,NA,,NA,NA,NA
461,PLURAL,Number,NA,,NA,post,NA
649,PRES,Present,NA,S,NA,post,initial
649,<none>,,P;Atr;S,,NA,NA,NA
649,PLURAL,Number,NA,,NA,post,final
567,ERG,Role,Aditr;Atr,,NA,post,NA
567,PLURAL,Number,NA,,NA,post,NA
550,PLURAL,Number,NA,,NA,post,NA
654,PLURAL,Number,NA,,NA,prae,NA
653,PLURAL,Number,NA,,NA,NA,NA
406,PLURAL,Number,NA,N-kin; Body_part; N-anim,NA,in,NA
149,PLURAL,Number,NA,,NA,post,NA
634,PLURAL,Number;Role,NA,N-hum,NA,post,NA
519,PLURAL,Number,NA,N-hum,NA,post,NA
650,PLURAL,Number,NA,,NA,post,final
534,PLURAL,Gender;Number,NA,,NA,post,NA
629,PLURAL,Number,NA,,NA,post,NA
629,ERG,Role,Aditr;Atr,NP,NA,post,final
629,NA,Tense,NA,,NA,post,NA
495,PLURAL,Gender;Number;Role,NA,,NA,split,NA
208,PLURAL,Number,NA,N-hum,NA,prae,NA
208,PLURAL,Number,NA,N-kin,NA,post,NA
186,PLURAL,Number,NA,,NA,NA,final
643,PLURAL,Gender;Number,NA,,NA,post,NA
173,PLURAL,Number,NA,,NA,post,NA
173,PLURAL,Number,NA,,NA,prae,NA
106,<none>,,NA,,NA,NA,NA
106,PLURAL,Number,NA,N-hum,NA,prae,NA
106,Recent past,Person;TAM,NA,,NA,prae,initial
106,<none>,,Atr;S;P,,NA,NA,NA
558,PLURAL,Number,NA,,NA,post,initial
558,PRES,TAM,NA,,NA,post,NA
656,PLURAL,Number,NA,,NA,post,NA
656,PLURAL,Number,NA,,NA,NA,NA
27,Perfect,Tense,NA,,NA,post,NA
147,AOR,Tense,NA,,NA,post,NA
147,Object case/adposn,Role,T;G;P,,NA,post,NA
163,PLURAL,Number,NA,,NA,post,final
163,PAST,TA,NA,,NA,split,NA
163,NOM,Number;Role;TAM,NA,,NA,post,final
34,TENSE,Tense,NA,,NA,NA,NA
34,ACC,Role,P,,NA,post,NA
34,PLURAL,Number,NA,,NA,post,NA
109,GEN,Number;Person,NA,Pro,NA,post,NA
191,ERG,Role,Aditr;T;Atr,,NA,post,NA
432,ERG,Role,NA,,NA,prae,NA
432,<none>,,NA,,NA,NA,NA
129,PAST PFV,Gender;Number;TA,NA,,NA,split,NA
129,NA,,NA,Adj; PTCP,NA,post,NA
39,PLURAL,Number,NA,,NA,post,final
146,<none>,,NA,,NA,NA,NA
133,<none>,,NA,,NA,NA,NA
358,PLURAL,,NA,N-kin,NA,NA,NA
407,<none>,,NA,,NA,NA,NA
66,PLURAL,,NA,N-anim,NA,NA,NA
66,PLURAL,,NA,,NA,NA,NA
400,<none>,,NA,,NA,NA,NA
95,<none>,,Atr;Aditr;S;P;T,,NA,NA,NA
95,PAST,Tense,NA,,NA,post,NA
388,<none>,,S;Atr;Aditr;P;T,,NA,NA,NA
299,PLURAL,Number,NA,N; Adj; Num,NA,post,spreading
299,NOM,Role,NA,N; Adj; Num,NA,NA,NA
299,PAST,Tense,NA,V,NA,prae,NA
299,POSS-AGR,Number;Person;Role,NA,N,NA,post,NA
167,NOM,Role,Atr;S,N,NA,NA,NA
167,PLURAL,Number,NA,,NA,NA,NA
167,PFV,Aspect;Polarity,NA,V,NA,simul,NA
408,ERG,Role,Atr,N,NA,post,NA
408,TENSE,Tense,NA,,NA,post,NA
408,PLURAL,Number,NA,NP,NA,NA,NA
408,PLURAL,Number,NA,,NA,post,NA
667,PAST,Role;Tense,NA,,NA,post,NA
667,ERG,Role,Atr;Aditr,,NA,post,NA
402,PLURAL,Number,NA,,NA,post,NA
528,PLURAL,Number,NA,,NA,post,NA
177,PLURAL,Number,NA,,NA,post,final
225,PLURAL,Number,NA,N-anim,NA,post,NA
569,PLURAL,,NA,,NA,simul,NA
456,PLURAL,Number,NA,,NA,post,NA
305,PLURAL,Number;Referential,NA,,NA,post,NA
343,<none>,,NA,,NA,NA,NA
78,PLURAL,Number,NA,,NA,post,NA
141,PLURAL,Number,NA,,NA,post,NA
99,PLURAL,Gender;Number;Role,NA,,NA,post,NA
667,PLURAL,Number,NA,,NA,post,NA
504,PLURAL,Number,NA,,NA,post,NA
154,<none>,,NA,,NA,NA,NA
666,PLURAL,Deixis;Number;Person;Role,NA,,NA,post,NA
395,<none>,,NA,,NA,NA,NA
197,PLURAL,Number,NA,,NA,post,NA
184,PLURAL,Number,NA,,NA,in,NA
35,NEG,Polarity,NA,V,NA,simul,NA
191,NEG,Polarity,NA,,NA,prae,NA
112,NEG,Polarity,NA,V,NA,simul,NA
355,NEG,Polarity,NA,,NA,prae,NA
147,NEG,Polarity,NA,,NA,post,NA
123,NEG,Polarity;TAM,NA,V,NA,post,NA
91,NEG,,NA,,NA,post,NA
167,AGR,Gender;Number,NA,Adp; Pro,NA,prae,NA
18,GEN,Number;Role,NA,N_or_Pro,NA,post,NA
11,NA,,NA,,NA,NA,NA
13,NA,,NA,,NA,NA,NA
15,ATTR,,NA,N,NA,NA,NA
19,NA,,NA,,NA,NA,NA
383,PLURAL,,NA,,NA,post,NA
668,PLURAL,Number,NA,,NA,split,NA
435,PLURAL,Number,NA,,NA,post,NA
580,<n.d.>,,NA,,NA,NA,NA
532,<none>,,NA,,NA,NA,NA
68,PLURAL,Gender;Number,NA,,NA,post,NA
68,PLURAL,,NA,,NA,NA,NA
401,PLURAL,,NA,,NA,post,NA
138,<none>,,NA,,NA,NA,NA
64,PLURAL,,NA,,NA,post,NA
357,PLURAL,,NA,N-anim,NA,prae,NA
112,PLURAL,,NA,,NA,post,NA
505,<none>,,NA,,NA,NA,NA
420,PLURAL,,NA,,NA,post,NA
454,PLURAL,Number,NA,N-hum,NA,post,final
669,PLURAL,,NA,N-kin; Body_part; N-proper,NA,NA,NA
669,PAST PFV,Number;Person;Role;Tense,NA,,NA,NA,NA
669,S/A-AGR,Number;Person;TAM,Atr;S,V,NA,post,NA
660,PLURAL,Number,NA,,NA,post,NA
660,PLURAL,Number,NA,,NA,post,NA
660,PLURAL,Deixis;Gender;Number;Role,NA,,NA,prae,initial
221,PLURAL,Number,NA,,NA,post,NA
93,PAST,Tense,NA,,NA,post,NA
93,NOM,,P;Atr;S,,NA,NA,NA
113,PLURAL,,NA,,NA,NA,NA
225,PFV,Aspect,NA,,NA,post,NA
225,ACC,Role,P;G,,NA,post,final
540,PAST,Tense,NA,,NA,prae,initial
540,DOM,Role,T;P,N_or_Pro,NA,prae,initial
634,PAST,Tense,NA,,NA,post,NA
634,ACC,Role,P;T;G,,NA,post,NA
464,PLURAL,Gender;Number,NA,,NA,post,NA
221,REM.PAST,Tense,NA,,NA,post,NA
221,S case,Role,NA,,NA,post,NA
177,PAST,Tense,NA,,NA,simul,NA
177,<none>,,NA,,NA,NA,NA
528,PAST,Tense,NA,,NA,post,NA
528,ACC,Role,T;P,,NA,post,NA
668,PAST,Tense,NA,,NA,split,NA
668,<none>,,NA,,NA,NA,NA
660,AOR,Tense,NA,,NA,post,NA
660,ERG,Role,S;Aditr;Atr,,NA,post,NA
375,PLURAL,,NA,,NA,post,final
580,PAST,Tense,NA,,NA,post,NA
580,ERG,Role,Aditr;Atr,,NA,post,NA
402,PFV,Aspect,NA,,NA,NA,NA
402,<none>,,NA,,NA,NA,NA
401,PAST,Tense,NA,,NA,post,NA
401,ERG,Role,Atr,,NA,post,NA
379,PFV,Aspect,NA,,NA,prae,NA
379,NOM,Role,Aditr;S;Atr,,NA,post,NA
134,PAST,Person;Tense,NA,,NA,simul,NA
134,<none>,,NA,,NA,NA,NA
